Review_ID,Rating,Year_Month,Reviewer_Location,Review_Text,Branch
670443403,5,2019-4,United States,Disneyland never cease to amaze me! I've been to Disneyland florida and I thought I have exhausted the kid in me but nope! I still had so much fun in disneyland hong kong. 2 DL off my bucketlist and more to come!     ,Disneyland_HongKong
670435886,5,2019-4,Canada,"We spent the day here with our grown kids and I have to admit we had a great time. It seems the kids never tire of Disney. There aren   t as many rides as the states Disney parks but they have some great ones no less. Do the haunted house, catch the lion king show, space mountain, and the iron man experience to list a few. They have lots of shops that you have to spend some money in of course. The kids will love the day!",Disneyland_HongKong
670376905,4,2019-4,Australia,"We spend two days, the second day went early then went straight to the back of the park, no lineups for so children got to go on many rides, some twice in a row. This Disneyland is very suitable for young children ours were 7,6,5,4,3 and 1 so most of them could go on all the rides, it was disappointing the castle was closed no nightly fireworks. Would not like to go in the hot season.",Disneyland_HongKong
670324965,5,2019-4,Philippines,It was indeed the happiest place on earth! My family had really fun and it made my daughter's birthday a memorable one!,Disneyland_HongKong
670274554,5,2018-9,Australia,"This place is HUGE! Definately need more than one day. We had 3 children aged 11, 9 & 6 and they loved it. A great variety of rides and attractions for all ages. Food options were fantastic with 3D models of what you were ordering. Staff were fantastic, very helpful. An awesome family experience. ",Disneyland_HongKong
670205135,3,2019-1,United Kingdom,"We brought tickets before we left and got 2 days for less than the price of 1. After visiting would advise everyone to look for an online deal not worth the walk up price. Castle was closed due to that area being refurbished and altered, weekday aprox no more than a 30 min wait for rides with most being less than that would not recommend weekends or holidays. As has been said like all Disney parks and theme parks in general food and drink is expensive .This is a small park and can easily be done in 1 day",Disneyland_HongKong
670199487,4,2019-4,Myanmar (Burma),"Its huge , not enough to visit in one day. We did with 2 days pass ... all the scenes were amazing ... you were like in movies, fairytales, etc. At 8 pm, we have enjoyed lots with the character show on the street. Must Visit !!! ",Disneyland_HongKong
670129921,3,2019-4,United Kingdom,Around   60 per person and if you want to eat or drink at any point it was cost you a small fortune. If you go on a week day like we did I assume like us you will wait around half an hour per ride. At the time we went the Disney castle was under construction.. it doesn't look like it will be finished soon. Fast track is free for everyone but single rider was a lot faster. An average day at an expensive place. ,Disneyland_HongKong
670099231,4,2019-4,Australia,It   s Disneyland! It just does not need reviewing!  Place speaks for itself.  However smaller than I expected.  Great experience,Disneyland_HongKong
670033848,5,2018-11,Hong Kong,There is nothing more to say except that you become a child once again as you step inside Disneyland in HK!  Easy to go and come out with dedicated trams and subway stations.  Wait for the parade at sunset it is definitely worth waiting!,Disneyland_HongKong
670030877,5,2019-4,United Kingdom,"We bought a 2 day tourist ticket via Klook which made it better value. It was good to have a day to get our bearings and a second day to go on the rides we missed and to go back on our favourite ones again. It also means less queuing.The shows and parades were amazing. We saw the Lion King, Moana and Mickey   s Wondrous Book. Unfortunately there is some works on so the Castle isn   t visible and the train is not open. We still had a magical time.  ",Disneyland_HongKong
670022335,3,2019-4,United States,"First off I'm not a really big Disneyland fan. I live about 20 minutes from the California Disneyland, and haven't been in over 10 years (by choice). We were on vacation in Hong Kong and were able to get free tickets, so why not. First getting there by subway from downtown was super easy. I will say I was impressed with how the train that takes you there was decked out in all the Disney themes. Next the park was okay just super small compared to the one here in California. The castle was under construction so that kinda of sucks and the train didn't run. We went on a Wednesday so it was slow. There are not a lot of rides, so please don't come with that idea. It's a nice place for little kids, but thrill seekers stay at home. One tip make sure you read the description of each ride before you wait in line, because I will never get those 30 minutes of my life back (Iron man experience).",Disneyland_HongKong
670007081,3,2019-4,United States,Mickey and the Wounderous book was great and the kids love it. The new Ant man attraction was good for all ages. Our four year old love the pubs afraid waiting in line because of the loud noises. The 10 year old was afraid of Iron Man   s ride it   s good for 12 and I   ll probably but it was a great ride. The castle is under major construction so there   s no fireworks. Overall the park is still beautiful and wonderful to visit and buy the teacup ride there is a good restaurant that has Standard Chinese food at reasonable prices for Disney. You   ll Have a great day or two. Still probably the best attraction in Hong Kong for children one of the top two for sure. Adults can go on roller coasters and other rides as well they will not be disappointed. ,Disneyland_HongKong
669996858,3,2019-4,Singapore,"I   ve been to Hong Kong Disneyland twice and even with new attractions such as the Ant Man and the Wasp, the experience was really flat and not as enjoyable as other Disneylands in the region. With Sleeping Beauty Castle under renovation, pictures taken at the main square isn   t that appealing with the scaffolding in sight. Souvenirs, food and even entrance tickets are slightly more expensive than other Disneylands. ",Disneyland_HongKong
669783708,5,2019-4,Australia,"GO early if you want to do photos with the signboards and Mickey Donald Duck. Otherwise, you could spend an hour just waiting in line to get a free photo. The paid photo is also available at a price.Tomorrow land Iron Man was excellent and we did it twice.Philar Magic is really awesome.Fantasy Land is great for the rides.Adventure Land has some nice opportunities to take photos with Tarzan, a treetop house visit, a boat cruise for kids.Grizzly Gulch was one of my favourites, Roller Coaster ride was worth the 15 minute wait.",Disneyland_HongKong
669548161,3,2019-4,Hong Kong,Disneylands the world over are generic apart from the language. This was no different than the others. It was a shame about all the building work and some closed eating areas.  Definitely worth a visit if you have young children.,Disneyland_HongKong
669528186,3,2019-4,Australia,"This was my second trip here, the first been about 3 years ago. This is a smallish Disneyland park. The attractions are of a high standard but there are few thrill rides and no outdoor roller coaster. The park was clean and tidy. Food was expensive in the park not of an excellent qualify (ie served like warm or cold) and there were few vegetarian options.The castle was under renovation at the time of my visit. The park is easy to walk around and many of the attractions are great for kids. Lines were virtually non existent with our longest wait 20 minutesOverall worth a visit if you are with the kids in Hong Kong and have the time. The park entry is also comparatively inexpensive when compared to other Disneyland parks.",Disneyland_HongKong
669403596,5,2018-12,Philippines,We have been to Hong Kong Disneyland a few times already but we still want to come back. Why? Because there are rides we were too chicken to try the first visits that we finally had the courage to try and we ended up loving them. We love the Big Grizzly Mountain ride. We thought it will be too scary but we love it now. Will be back again!,Disneyland_HongKong
669353396,5,2019-4,United Kingdom,We visited here on a Wednesday. We arrived for opening and found the queue times to be short and had done most the rides we wanted to by early afternoon. Unfortunately there were no fireworks due to the castle being renovated and we have seen many parades at Disney world so we decided not to stay for the evening. ,Disneyland_HongKong
669186152,3,2019-4,Australia,"I need to say I have been to    home of Disney    Disneyland Anaheim. HK Disney is about an 8th of that park!    Biggest ride    (as in scary) was Space Mountain. Mostly kiddy rides other than that. We did really enjoy the Lion King show. I can   t get over how expensive it was. Water equates to $6 AUD a small bottle and a burger combo meal equated $22 AUD!!!! We also stayed at Disney Hollywood Hotel   where they have u by the balls and charge insane prices ($120 AUD) for buffet dinner or $55 AUD for breakfast. There are no shops   cafes   supermarkets nearby to grab a snack or cheap dinner, unless u take 2 trains! After travelling thru HK  China for 3 weeks it was just crazy expensive for crappy deep fried food or a flavourless bowl of lettuce salad. Very few food places open. Castle under maintenance. Train under maintenance. vouchers we got on the way in stating ALL shops on main st have 10% discount before 1030... then told at bakery    that not here   ?!!! At home that   s called false advertising?!! Toy Story land was insanely hot   no shade, sun bouncing off light concrete   my husband actually had a hypo while waiting for daughter on ride coz it   s so hot. Come on Disneyland... surely you can put up some    camo style shades    so waiting parents don   t pass out?! A few seats for elderly wouldn   t go astray either. All up pretty disappointing experience and about $900 AUD poorer, for 2 adults & 1 child for 2 day pass (note: u won   t need to go back for a second day). ",Disneyland_HongKong
669093045,5,2019-4,Australia,"Took a five year old and a two year old. Could not fault anything other than a hire pram being pinched, which was quickly replaced.  Staff amazing. If you can stay at one of the hotels, do so.  Makes it all much easier.",Disneyland_HongKong
669050447,4,2019-4,Australia,"A great day out even for adults.We can early and we're able to do almost all rides in a couple of hours. The restaurants were great and a good selection of different foods. Try the caramel popcorn! Unfortunately, when we went the bars and 1 restaurant was closed, but still other options available.The rides are mostly for little kids bit a couple were good for adults. The shopping was the highlight of the day with huge selection of Disney gifts and clothing. Note if there is a daily special get it early as it will sell out. There is not a lot of shade so bring hats and an umbrella.",Disneyland_HongKong
668819140,5,2019-4,Australia,"I went to Hong Kong Disneyland with a little trepidation as our family had been to Disneyland in California 6 months previously.No trepidation needed, we all loved HKDL! Loved loved loved it.Yes, its much smaller than California and there are not as many fast paced rides, none the less, we had a great day. The park is beautiful and the experience is just like being at Anaheim.We went on a day where large amounts of rain were expected, so numbers were down. We had line ups of less than 5 minutes on most rides. The rain held off until 3pm and we'd been able to go through all of the park by that time and we were going back over rides we wanted to do again. Once the rain started we found that most people huddled under their umbrellas, where as we went on all the undercover rides over and over.I totally recommend HKDL, just keep in mind it is smaller and slower paced than other Disney parks.",Disneyland_HongKong
668798543,5,2019-4,China,"This Disneyland is a lot of fun. There are many rides that are good like the Iron man experience, hyperspace mountain, the toy story car, and many others. I went to Shanghai Disneyland as well and that one is so crowded you can   t go on a lot of rides but in Hong Kong we were able to ride almost every ride in a day. Lines were very short and the park is small so it   s easy to get around. ",Disneyland_HongKong
670801367,5,2019-4,United States,"This place has always been and forever will be special. The feeling you get entering the park, seeing the characters and different attractions is just priceless. This is definitely a dream trip for all ages, especially young kids. Spend the money and go to Disneyland, you will NOT regret it",Disneyland_California
670760708,5,2019-4,United States,"A great day of simple fun and thrills. Bring cash, nothing is cheap, but we knew that it's Disney. But they are great letting you bring in your own food, drinks, etc but read the list closely, we list several items at the entry gates (selfy sticks, glass refill bottles, etc). It is worth buying the photo pass and fastpass. Have fun! ",Disneyland_California
670565072,4,2019-5,Australia,All and all a great day was had. The crowds are huge and ride times sometimes up to a 50 min wait but worth it. Very disappointed the castle was under repair and covered but we understood. If you want to take a short cut on the rides grab a Max Pass for 15 each it allows you to book a time every 90mins and believe me it's a great feeling floating past the ques. ,Disneyland_California
670544335,5,2019-4,United States,"Having been to the Florida location numerous times over the years I didn't know how this one would compare. The much smaller footprint made it quicker easier to get from ride to ride. The Cinderella's castle was much much smaller, but also being renovated. Many of the rides were identical, while some were notably different. The Indiana Jones Ride (which FL does not have) was awesome. Space Mountain was much more puke worthy. It's a Small World was way more beautiful from the exterior. They had several of the old rides that FL doesn't have (like Pinocchio and Mr. Toad). I LOVE how their fast passes worked... it was easy to use and we were able to use them back to back on rides, fast passing almost everything we wanted to ride. We went the first week of April and while crowded, I didn't think it was too bad. We were only in the park for like 7 hours and I do wish I'd had about 3 more hours to do everything.",Disneyland_California
670472278,5,2019-4,Canada,"Had the 4 day pass, spent 3 at DL and one at CA. Great place to visit. We will be back. Saw a lot in those days, but there is more that we missed, and more we want to see again.",Disneyland_California
670382191,5,2019-4,Lebanon,Oh my god you can really forget your self and enjoy everything you face there its a huge word of fun,Disneyland_California
670303452,5,2019-3,United States,"We were so sad that the castle was under refurbishment, but we didn   t let it ruin our good time. I purchased the Maxpass before we went and it was super easy to use and very convenient. Maxpass includes free pictures taken by Disney photographers. I have been to Disney World and there is no shortage of photographers. This was not the case here. They definitely need to add more. We were able to do all of the rides that we wanted to do, and we got the snacks that we wanted to try. We spent two days here and on the last day we watched the Fireworks show. It was amazing. All of the workers were polite and helpful. ",Disneyland_California
670215409,3,2019-4,United States,"Took my son to the Park on a weekend(Fri Sun). Very busy all over the places. My son enjoyed it, but he was very sad that he could not try a lot of attractions as the wait time was huge.....( ranging from 60 90 minutes) If you have a lot of time to waste waiting in the line for the attractions, FASTPASS system at the park is just a ripoff. You can have only one attraction added to your plan at any point, once you complete that attraction you can add one more. ",Disneyland_California
670204404,5,2018-11,United States,"There's nothing like Disneyland and it should be on your  bucket list  if you've never been. Park is well maintained and parking is OK, but not cheap at $25. Tickets can cost up to $150 per adult (10 years old and up) during  peak  periods. Food is not cheap either. If you take a family without a season's pass, you could easily spend hundreds of dollars just on admission tickets. If you go frequently, get a Disney credit card to get free park perks and park promotions. Downtown Disney is also a fun place to visit.",Disneyland_California
670164415,5,2019-4,United States,"I think it   s because going to Disneyland is one of my earliest memories, but I just love visiting the park every few years. You won   t find a place with friendlier more helpful staff and the entire park is so clean. Yes, it   s expensive for many and there are crowds, but you can adjust the timing of your visit for fewer crowds and you can visit on a budget if you plan ahead. It   s such a special place for so many people and kids enjoy themselves too. There are loads of online resources on how to visit on a budget such as staying at an offsite hotel and bringing your own snacks and meals. I highly recommend that everyone try it once, but be warned, it   s highly addictive. ",Disneyland_California
669945103,5,2019-4,United States,"I   ve been going to Disneyland since the early 60   s, and the Magic never gets old . This was my 4th visit this year. We have developed a strategy that works best for us. We stay at a Disney resort and you can get in at 0700. We can actually get on about 5 rides in less than 2 hours. As the day goes on the crowds thicken and wait times are over an hour making it difficult to experience everything. Max pass is worth the extra $. By nightfall the crowds can be overwhelming , so early is better. ",Disneyland_California
669762024,5,2019-4,United States,"The last time I was here, the area Disney's California Adventure now occupies was the parking lot; it was magical then and through the years and changes, the magic remains. This was the first visit for my wife and daughters and they thoroughly enjoyed themselves. I could go every year and never get tired of it (I understand why some people opt to get annual passes)!To guard against disappointments; research, research, research. I cannot stress that enough. If there is an attraction that you have your heart set on experiencing, check multiple sources to see if it is undergoing a refurbishment and what the timeline for said refurbishment could be. I knew castle would be encased in scaffolding and would not be visible during our visit. However, it did not detract from our experience. If you have friends and or family members who recently went, hit them up for advice and learn from their experiences.Another thing, expect crowds regardless of what time of year it is. Granted, some times of the year can be busier than others. We were fortunate that the time we were here, crowds were not overwhelming, fastpass return times were reasonable, and we didn't have to wait too long on the rides where everyone rides standby.Use the app; it will really, really help you;seeing standby times and fastpass return times can help you adjust your plan to how things are at the moment or help you decide what to do next. It will also help you locate where specific characters are and when they will be there.Lastly, I highly recommend seeing Mickey's Soundsatonal Parade from start to finish. I also highly recommend seeing both night shows (Fantasmic & Mickey's Mix Magic). If you want to catch the earlier Fantasmic show, you should probably go get your fastpasses for it right after rope drop as the earlier show will likely go fast. By the time I went to get our passes, only the later showing was available.",Disneyland_California
669706763,3,2019-4,Canada,"This is going to be a lengthy review, only because this trip had been planned for over a year. Let's start with the lines. Now, myself and 4 others had planned this trip for over a year, we went Easter long weekend and we already were fully expecting it to be busy. We had a 5 day park hopper pass to be able to get on everything and enjoy both parks fully. The Friday, and Sunday were the least busiest days and the most enjoyable. But, there are lines for everything! Lines to get your bags checked, lines to get in, sometimes lines well past the monorail and took 30 minutes or more and lines for rides of up too 120 minutes or more! These parks are so packed full its impossible to move around. Fast pass is a joke unless you get to them early! Got a fast pass at 10 am and was to come back at use it at 6:30pm! The rides: With the 5 days we did manage to get on everything at least twice. But more often then not Indiana Jones was broken. Space Mountain went down a few times, Splash Mountain went down, Big Thunder Mountain, Incredibles Coaster, pretty much everything was broken at one time or another. Waited in line for 45 minutes for Cars before being given a fast pass and told it was broke at about 7pm, it never did reopen that night. If you only have a day pass or hell even 3 days the wait times and the amount of broken down rides would make it near impossible to get on everything. Food: Maybe I am picky, but my friends agreed it was near impossible to find anything decent here. The Red Rose Tavern wasn't bad but it was fast food and it wasn't exactly cheap or anything to rave about. Odered a burger and it was ready before I was done paying! The Grey stuff was pretty delicious though! I can't understand why the Bengal Barbeque has such great reviews. It cost me $5:50 for a chicken skewer that has 3 little pieces of chicken on it! We did the $30 dinner and Fantasmic tickets with the Hungry Bear resturant and what a joke! You got a piece of chicken and or salmon, Rice with cranberries and peaches in it (yuck!) And a arugula salad with chick peas. It came in a plastic container like something from a cafeteria. The Blue Bayou was the only place in Disney that was absolutely blow your mind fantastic. It is not cheap however it was a splurge dinner. The best food we food was outside the park! Better food and prices! Ot is nice they let you bring in water and food now since a water bottle cost $4.50! The churro stands were really good and so was the popcorn stands. The Wine Country Trattoria in California Adventure was very good! Amazing pasta and wine pairings and we did the World of Color package and we got excellent seats for $50 a person. The shows: Fantatsmic and World of Color are incredible and must watch while your here! Get there early to get good seats and don't be suckered into the dinner and show packages for Fantasmic! The one through Hungry Bear was a massive disappointment! The food was terrible and we were told to get there by 8pm but they had already started seating people way before that! We were sat on the side and were obstructed by lamp post and a gate! We saw Fantatsmic the second night and went early, stood on the bridge and it as a primo spot! The World of Color we did the dinner and show through The Wine Country Trattoria and there the food was fantastic and the seats were right up front! That was a $50 package and that was worth it! Overall I've learned a lot from this experience. I would love to come back but may better select our dates. From reading other reviews though sounds like they over pack these parks no matter the time of year. For how much you pay, the wait times and food are just not worth is. Eat outside the park, get fast passes when you can. Hope lady luck is on your side and the rides aren't all broken down. For how much money they must make the rides are always broken!!It was fun, made some great memories, I guess I just expected more but if felt like a money grab everywhere you turned. ",Disneyland_California
669660324,2,2018-10,United States,It is no doubt a legendary place but I just dont think it's worth the money and headache of overcrowding and overpriced everything. Disney continues to raise the price of admission and the crowds are ridiculous every single day. There are plenty of things to do in SoCal that are cheap or free. Save your family hundreds of dollars and go somewhere else. ,Disneyland_California
669624661,5,2019-4,United States,I always love to go to Disney land. The kids have a blast as well as adults.  Downside is that it's to crowded not alot of room,Disneyland_California
669535760,5,2019-4,United States,"Who knew? Easter Day is light! No line was more than 25 minutes wait, and that was the popular rides! Great day   definitely hit Indiana Jones, Thunder Mtn & the Matterhorn.",Disneyland_California
669505006,1,missing,United States,"I   ve been to Disneyland several times in the past 3 decades. This visit, I sensed the employees were disgruntled or unhappy. Very few smiles from the staff. In addition, the staff was prowling for people crossing the ropes while Fantasmic was on. Why do we need a Fastpass to enter to watch the Fan tasmic show when everyone has been situated and there is tons of space for paying customers without a Fastpass? See attached picture. Through the whole show, the entire space was unoccupied while there were 5 8 yr olds next to us straining to catch a glimpse.If you wanna pay $129 to stand in line for hours to ride an average of 9 rides that last 3 to 11 minute, this is the place for you. Disneyland has become so greedy that they overcrowd by double capacity just to make money without a care for their customers. It   s ridiculous to have minimal places to sit and rest with this large of a park. I highly recommend Universal Studios VIP pass over this mess.",Disneyland_California
668986571,5,2019-4,United States,Last time I was there was for Grad night in 1978. My wife won Disney tickets for 4 so we took our youngest granddaughter. Many of the sights I remember and haven't changes a whole lot.The experience was great and i thought the afternoon parade was outstanding. Definitely will not be waiting another 40 years before returning.,Disneyland_California
668793602,4,2019-4,United States,"Honestly,if you are reading this review then you are seeking different tips for the Disneyland park experience. Once you decide to visit, there is no turning back. Every person should have at least one experience with Mickey, Minnie and their entourage. Hack 1.Prepay your ticket. Park at Downtown Disney. Parking rate is the same at the park. Every minute counts and waiting to park then catch the tram is wasted minutes. Board the monorail located in Downtown Disney and you will be delivered in Tomorrowland (near space mountain). That's right, you skip all entry lines. Your pre purchased ticket is entry at the monorail boarding station. If you desire to take pictures at the entry of Disneyland then this is not a hack for you. Hack 2.The Disneyland Railroad, East of the monorail deboarding station, takes you around the entire park and different entry points of the various lands. The train ride is fun, it is an actual attraction, and you see much of the park, and boarding at Tomorrowland is less crowded than the other points. I highly recommended that you complete the full tour and then map your experiences of what to do next. Pirates of the Caribbean is always a long wait. I would recommend to begin your day in New Orleans Square, where much of the popular attractions are located.Hack 3.Late November to early January is the most beautiful time of the year to experience Disneyland. I find it less crowded and wait line times are 60 minutes and less. I've been going to Disneyland when there were colored tickets to get on the rides. Did I just date myself?Disneyland is overpriced. Food is uneventful, yet the New Orleans Square has good food. Food is pricey. Lines can be so long that your 8 hour day may only be 4 rides. Families come to Disneyland for a technology alternative (togetherness), unfortunately, the long lines will tempt you to take out your phones to entertain your children rather than endure the complaining. Parades and other events are worth delving into. Let me know how these hacks optimize your experience.",Disneyland_California
668772767,5,2019-1,Australia,Pure magic for both children and adults alike. Happiest place on Earth   how can you not be happy at Disneyland! Sure it is a little expensive but when you really immerse yourself in the experience it is money well worth spending. We had 4 days   3 nights and purchased the park hopper tickets. Definitely recommend the park hopper as you can come and go as it suits. ,Disneyland_California
668759002,4,2018-5,New Zealand,"Great place for people like me that prefer the more relaxing in life than the thrill seekers.Its never been a cheap destination and it has only increased in price but I would still recommend it at least once Pirates of the Caribbean, Big thunder railroad, Indiana Jones rides have always been go to for me",Disneyland_California
668734266,5,2019-4,United Kingdom,We found this park to provide family friendly fun with a variety of shows and rides. We pre paid our tickets to save time which was a benefit and were glad we paid extra for the park hopper tickets which give flexibility to move between the parks as you wish over the days to suit the rides   attractions you want to do. I enjoyed this park the most. There is a range of eateries so not just fast food and there are lots of shopping options for Disney merchandise if that   s what you like.We enjoyed the mix magic fireworks   music   light show every day and only wished we had watched the other show also. The parade was fun too and both were impressive.There can be long queues for some rides but waiting times vary and are displayed to inform your decision although fast pass could be purchased for an extra cost when we visited. We also found that around show   parade times queues reduced for some rides.,Disneyland_California
668730191,2,2019-4,United Kingdom,"My partner and I paid $149 each for tickets to this park as my partner wanted to see the original Disney castle.When paying for the tickets nothing was mentioned about a couple of issues we had.Firstly we walked through and tried to take a photo using a selfie stick to be told we either have to throw it away or take it back to the car or hotel as they are banned. So we had to leave and come back again.Then once we finally got back in we saw countless people with cameras on selfie sticks which was very annoying, but not as annoying as them not pre telling us before paying that the castle isn   t even visible as they are working on it or something. It was just wooden panels with a castle painted on it so we paid full price for partial access and activities to be available to us.We should have been told as we   d have left the park for another LA holiday and not wasted $300.Disney this is unacceptable and a true disappointment The only good thing was out breakfast in the Carnation Cafe where the staff were superb and the Apple cinnamon pancakes to die for.All in all a very expensive disappointing day thanks to Disney not pre advising people at the gate as to what works were or are being carried out.",Disneyland_California
668642940,5,2018-7,United States,Disneyland is always a magical place to visit with friends and family or even on your own for a day!,Disneyland_California
668497633,5,2019-4,Australia,"My wife and I loved Disneyland..We spent 3 days with a 3 day Hopper pass in between California Adventure and Disneyland...We still could have spent more time in both..The family and happy atmosphere is compulsive and can   t wait to get back. Stay for the fireworks down Main Street. Plenty of wifi hot spots, food stores and great gift shops..unexpectedly good rides like the Small Small world in Fantasyland are a must...",Disneyland_California
668473655,5,2019-4,United States,"This was our first visit to Disneyland after two previous visits to DW. We felt slightly cheated as they were refurbishing the castle and it was closed down, however, we had a great time. We did the adult only thrill seeking ride thing. We really enjoyed Indiana Jones (but make sure you   re in the front), The Haunted Mansion and Pirates of the Caribbean rides. HM and Pirates are both much better than DW. ",Disneyland_California
668205119,5,2019-4,Philippines,"I wish they had better food restaurant choices, but the attractions make up for this deficit so it's all good.",Disneyland_California
668183645,5,2019-4,United States,"I   m a Florida resident so Disney world holds a special place in my heart. We only had time to visit 1 park in Anaheim and everyone else was pushing for Disneyland. I really wanted to go to California adventure. So glad i was out voted. Disneyland is so adorable and quaint compared to the much larger Disney world. The lines were much shorter, the people much friendlier and you could see the parade right from the lines! It was great. Happy I went.",Disneyland_California
668118511,4,2019-4,United States,So here are the pros:Lots of characters located throughout the parkFun rides Incredible shows Overall atmosphere ConsLong lines Fast pass not what you think (although it does help) Not as many rides for the 11 year old plus compared with other parks Summary : nice place to visit at least once in your life to say you have been there. We really enjoyed the overall atmosphere at Disneyland but the fast pass was not what you think as you can get two to three rides per day. For adults that are pretty chill waiting in long lines isn   t a big deal but with crazy twins it can make it a little challenging . Wish there was a true fast pass you could pay extra for to make the overall experience better. I   d give it a solid B grade wise but liked Universal much better ,Disneyland_California
668062117,5,2019-4,United Kingdom,"Great place, please do not hesitate in visiting Disney.  The shows, the rides and the food.  Everything it   s perfect",Disneyland_California
